0.00165	1
0.00175	1
0.00185	0
0.00195	2
0.00205	6
0.00215	9
0.00225	15
0.00235	11
0.00245	22
0.00255	34
0.00265	442
0.00275	49
0.00285	151
0.00295	4979
0.00305	57
0.00315	2393
0.00325	414
0.00335	695
0.00345	57
0.00355	167
0.00365	21
0.00375	88
0.00385	40
0.00395	39
0.00405	49
0.00415	41
0.00425	29
0.00435	33
0.00445	42
0.00455	38
0.00465	45
0.00475	50
0.00485	30
0.00495	41
0.00505	41
0.00515	46
0.00525	41
0.00535	45
0.00545	47
0.00555	70
0.00565	56
0.00575	47
0.00585	54
0.00595	71
0.00605	50
0.00615	40
0.00625	43
0.00635	45
0.00645	43
0.00655	60
0.00665	60
0.00675	53
0.00685	40
0.00695	53
0.00705	58
0.00715	43
0.00725	50
0.00735	62
0.00745	58
0.00755	53
0.00765	61
0.00775	43
0.00785	56
0.00795	65
0.00805	49
0.00815	67
0.00825	50
0.00835	57
0.00845	44
0.00855	52
0.00865	43
0.00875	51
0.00885	46
0.00895	57
0.00905	48
0.00915	44
0.00925	53
0.00935	55
0.00945	42
0.00955	46
0.00965	53
0.00975	32
0.00985	47
0.00995	42
0.01005	56
0.01015	40
0.01025	42
0.01035	44
0.01045	30
0.01055	47
0.01065	50
0.01075	46
0.01085	46
0.01095	46
0.01105	33
0.01115	46
0.01125	36
0.01135	43
0.01145	44
0.01155	48
0.01165	36
0.01175	41
0.01185	55
0.01195	31
0.01205	42
0.01215	46
0.01225	43
0.01235	34
0.01245	36
0.01255	29
0.01265	37
0.01275	42
0.01285	50
0.01295	40
0.01305	39
0.01315	36
0.01325	33
0.01335	33
0.01345	33
0.01355	35
0.01365	34
0.01375	35
0.01385	42
0.01395	39
0.01405	35
0.01415	30
0.01425	33
0.01435	40
0.01445	38
0.01455	37
0.01465	26
0.01475	21
0.01485	32
0.01495	31
0.01505	29
0.01515	31
0.01525	32
0.01535	25
0.01545	29
0.01555	34
0.01565	28
0.01575	26
0.01585	29
0.01595	35
0.01605	17
0.01615	17
0.01625	26
0.01635	23
0.01645	23
0.01655	28
0.01665	23
0.01675	26
0.01685	20
0.01695	23
0.01705	25
0.01715	28
0.01725	26
0.01735	27
0.01745	21
0.01755	19
0.01765	20
0.01775	29
0.01785	40
0.01795	17
0.01805	33
0.01815	30
0.01825	22
0.01835	28
0.01845	19
0.01855	31
0.01865	19
0.01875	19
0.01885	20
0.01895	23
0.01905	28
0.01915	18
0.01925	23
0.01935	16
0.01945	16
0.01955	18
0.01965	23
0.01975	17
0.01985	17
0.01995	28
0.02005	16
0.02015	18
0.02025	13
0.02035	20
0.02045	20
0.02055	12
0.02065	17
0.02075	10
0.02085	17
0.02095	24
0.02105	22
0.02115	21
0.02125	25
0.02135	22
0.02145	14
0.02155	17
0.02165	16
0.02175	18
0.02185	19
0.02195	671
0.02205	11
0.02215	1246
0.02225	14
0.02235	18
0.02245	20
0.02255	10
0.02265	22
0.02275	19
0.02285	17
0.02295	13
0.02305	18
0.02315	14
0.02325	10
0.02335	17
0.02345	20
0.02355	18
0.02365	16
0.02375	19
0.02385	15
0.02395	13
0.02405	17
0.02415	8
0.02425	14
0.02435	11
0.02445	14
0.02455	21
0.02465	11
0.02475	12
0.02485	99
0.02495	188
0.02505	15
0.02515	20
0.02525	14
0.02535	14
0.02545	70
0.02555	20
0.02565	16
0.02575	11
0.02585	12
0.02595	14
0.02605	17
0.02615	15
0.02625	15
0.02635	12
0.02645	15
0.02655	10
0.02665	10
0.02675	9
0.02685	8
0.02695	9
0.02705	6
0.02715	18
0.02725	14
0.02735	15
0.02745	7
0.02755	10
0.02765	13
0.02775	7
0.02785	3
0.02795	11
0.02805	9
0.02815	6
0.02825	11
0.02835	11
0.02845	12
0.02855	7
0.02865	10
0.02875	12
0.02885	6
0.02895	12
0.02905	8
0.02915	12
0.02925	9
0.02935	11
0.02945	8
0.02955	8
0.02965	5
0.02975	11
0.02985	16
0.02995	10
0.03005	7
0.03015	11
0.03025	11
0.03035	8
0.03045	8
0.03055	12
0.03065	7
0.03075	12
0.03085	12
0.03095	8
0.03105	13
0.03115	7
0.03125	5
0.03135	5
0.03145	13
0.03155	6
0.03165	7
0.03175	11
0.03185	4
0.03195	13
0.03205	3
0.03215	7
0.03225	6
0.03235	6
0.03245	9
0.03255	7
0.03265	9
0.03275	4
0.03285	3
0.03295	6
0.03305	12
0.03315	8
0.03325	10
0.03335	4
0.03345	6
0.03355	8
0.03365	6
0.03375	8
0.03385	7
0.03395	8
0.03405	7
0.03415	6
0.03425	6
0.03435	7
0.03445	4
0.03455	5
0.03465	9
0.03475	8
0.03485	2
0.03495	4
0.03505	8
0.03515	8
0.03525	6
0.03535	11
0.03545	3
0.03555	4
0.03565	6
0.03575	8
0.03585	6
0.03595	4
0.03605	4
0.03615	6
0.03625	5
0.03635	2
0.03645	7
0.03655	8
0.03665	4
0.03675	6
0.03685	6
0.03695	5
0.03705	8
0.03715	3
0.03725	4
0.03735	6
0.03745	6
0.03755	3
0.03765	5
0.03775	5
0.03785	4
0.03795	5
0.03805	3
0.03815	5
0.03825	6
0.03835	6
0.03845	3
0.03855	4
0.03865	6
0.03875	6
0.03885	6
0.03895	5
0.03905	2
0.03915	4
0.03925	4
0.03935	4
0.03945	5
0.03955	4
0.03965	3
0.03975	1
0.03985	2
0.03995	8
0.04005	6
0.04015	3
0.04025	1
0.04035	2
0.04045	5
0.04055	3
0.04065	4
0.04075	4
0.04085	0
0.04095	1
0.04105	2
0.04115	1
0.04125	4
0.04135	8
0.04145	4
0.04155	2
0.04165	2
0.04175	5
0.04185	2
0.04195	2
0.04205	7
0.04215	1
0.04225	3
0.04235	5
0.04245	3
0.04255	2
0.04265	4
0.04275	2
0.04285	0
0.04295	4
0.04305	2
0.04315	2
0.04325	0
0.04335	4
0.04345	2
0.04355	3
0.04365	3
0.04375	0
0.04385	1
0.04395	1
0.04405	2
0.04415	3
0.04425	5
0.04435	0
0.04445	4
0.04455	2
0.04465	1
0.04475	2
0.04485	2
0.04495	1
0.04505	1
0.04515	1
0.04525	3
0.04535	2
0.04545	3
0.04555	3
0.04565	2
0.04575	1
0.04585	0
0.04595	1
0.04605	3
0.04615	0
0.04625	1
0.04635	0
0.04645	2
0.04655	1
0.04665	3
0.04675	2
0.04685	2
0.04695	4
0.04705	0
0.04715	2
0.04725	1
0.04735	0
0.04745	2
0.04755	3
0.04765	3
0.04775	1
0.04785	0
0.04795	0
0.04805	1
0.04815	0
0.04825	1
0.04835	1
0.04845	0
0.04855	2
0.04865	0
0.04875	1
0.04885	4
0.04895	0
0.04905	1
0.04915	0
0.04925	1
0.04935	1
0.04945	2
0.04955	1
0.04965	0
0.04975	0
0.04985	1
0.04995	0
0.05005	0
0.05015	1
0.05025	1
0.05035	0
0.05045	1
0.05055	0
0.05065	0
0.05075	0
0.05085	0
0.05095	0
0.05105	0
0.05115	0
0.05125	0
0.05135	0
0.05145	1
0.05155	0
0.05165	0
0.05175	0
0.05185	0
0.05195	0
0.05205	1
0.05215	0
0.05225	0
0.05235	0
0.05245	0
0.05255	0
0.05265	0
0.05275	0
0.05285	1
0.05295	3
0.05305	0
0.05315	0
0.05325	0
0.05335	0
0.05345	0
0.05355	0
0.05365	0
0.05375	1
0.05385	0
0.05395	1
0.05405	1
0.05415	0
0.05425	0
0.05435	0
0.05445	0
0.05455	0
0.05465	0
0.05475	0
0.05485	0
0.05495	0
0.05505	0
0.05515	1
0.05525	0
0.05535	0
0.05545	0
0.05555	0
0.05565	0
0.05575	1
